image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [6884], angle_normal : tensor([[1.6358]], device='cuda:0'), angle_fog : tensor([[2.5832]], device='cuda:0'), diff: 0.9474
image name [9021], angle_normal : tensor([[0.4517]], device='cuda:0'), angle_fog : tensor([[2.8358]], device='cuda:0'), diff: 2.3841
image name [36446], angle_normal : tensor([[0.8545]], device='cuda:0'), angle_fog : tensor([[2.6343]], device='cuda:0'), diff: 1.7798
image name [11227], angle_normal : tensor([[0.6345]], device='cuda:0'), angle_fog : tensor([[-0.2178]], device='cuda:0'), diff: 0.8522
image name [2273], angle_normal : tensor([[0.6421]], device='cuda:0'), angle_fog : tensor([[-0.0302]], device='cuda:0'), diff: 0.6723
image name [35388], angle_normal : tensor([[-0.7873]], device='cuda:0'), angle_fog : tensor([[2.9061]], device='cuda:0'), diff: 3.6934
image name [34750], angle_normal : tensor([[-0.4315]], device='cuda:0'), angle_fog : tensor([[2.8146]], device='cuda:0'), diff: 3.2461
image name [41251], angle_normal : tensor([[1.2855]], device='cuda:0'), angle_fog : tensor([[2.8888]], device='cuda:0'), diff: 1.6033
image name [29631], angle_normal : tensor([[0.7635]], device='cuda:0'), angle_fog : tensor([[3.0194]], device='cuda:0'), diff: 2.2559
image name [23972], angle_normal : tensor([[1.2264]], device='cuda:0'), angle_fog : tensor([[2.7772]], device='cuda:0'), diff: 1.5508
image name [17535], angle_normal : tensor([[2.0200]], device='cuda:0'), angle_fog : tensor([[0.2785]], device='cuda:0'), diff: 1.7416
image name [12631], angle_normal : tensor([[0.5218]], device='cuda:0'), angle_fog : tensor([[-0.0009]], device='cuda:0'), diff: 0.5228
image name [29620], angle_normal : tensor([[0.6866]], device='cuda:0'), angle_fog : tensor([[3.0104]], device='cuda:0'), diff: 2.3238
image name [17698], angle_normal : tensor([[2.0019]], device='cuda:0'), angle_fog : tensor([[0.1575]], device='cuda:0'), diff: 1.8444
image name [31542], angle_normal : tensor([[0.5976]], device='cuda:0'), angle_fog : tensor([[-0.5807]], device='cuda:0'), diff: 1.1784
image name [17557], angle_normal : tensor([[2.5191]], device='cuda:0'), angle_fog : tensor([[0.2855]], device='cuda:0'), diff: 2.2336
image name [13041], angle_normal : tensor([[0.3795]], device='cuda:0'), angle_fog : tensor([[1.5270]], device='cuda:0'), diff: 1.1474
image name [16325], angle_normal : tensor([[0.1690]], device='cuda:0'), angle_fog : tensor([[2.5355]], device='cuda:0'), diff: 2.3665
image name [4929], angle_normal : tensor([[2.3555]], device='cuda:0'), angle_fog : tensor([[3.0246]], device='cuda:0'), diff: 0.6691
image name [25105], angle_normal : tensor([[2.4699]], device='cuda:0'), angle_fog : tensor([[0.7466]], device='cuda:0'), diff: 1.7233
image name [28919], angle_normal : tensor([[1.5358]], device='cuda:0'), angle_fog : tensor([[0.0889]], device='cuda:0'), diff: 1.4469
image name [4392], angle_normal : tensor([[0.6106]], device='cuda:0'), angle_fog : tensor([[1.3188]], device='cuda:0'), diff: 0.7082
image name [22005], angle_normal : tensor([[1.0294]], device='cuda:0'), angle_fog : tensor([[2.5254]], device='cuda:0'), diff: 1.4960
image name [24360], angle_normal : tensor([[2.1757]], device='cuda:0'), angle_fog : tensor([[2.8427]], device='cuda:0'), diff: 0.6670
image name [14024], angle_normal : tensor([[0.7227]], device='cuda:0'), angle_fog : tensor([[1.6077]], device='cuda:0'), diff: 0.8850
image name [24685], angle_normal : tensor([[1.5375]], device='cuda:0'), angle_fog : tensor([[2.1833]], device='cuda:0'), diff: 0.6458
image name [34826], angle_normal : tensor([[-0.2328]], device='cuda:0'), angle_fog : tensor([[2.9363]], device='cuda:0'), diff: 3.1691
image name [6732], angle_normal : tensor([[-0.4330]], device='cuda:0'), angle_fog : tensor([[0.1450]], device='cuda:0'), diff: 0.5780
image name [40203], angle_normal : tensor([[-0.0306]], device='cuda:0'), angle_fog : tensor([[-0.8475]], device='cuda:0'), diff: 0.8169
image name [17481], angle_normal : tensor([[2.4580]], device='cuda:0'), angle_fog : tensor([[0.3128]], device='cuda:0'), diff: 2.1453
image name [32839], angle_normal : tensor([[-0.4447]], device='cuda:0'), angle_fog : tensor([[3.0042]], device='cuda:0'), diff: 3.4489
image name [37689], angle_normal : tensor([[-0.2459]], device='cuda:0'), angle_fog : tensor([[1.9772]], device='cuda:0'), diff: 2.2232
image name [27114], angle_normal : tensor([[0.4468]], device='cuda:0'), angle_fog : tensor([[-0.1779]], device='cuda:0'), diff: 0.6246
image name [20148], angle_normal : tensor([[1.1640]], device='cuda:0'), angle_fog : tensor([[1.8439]], device='cuda:0'), diff: 0.6799
image name [45312], angle_normal : tensor([[2.3165]], device='cuda:0'), angle_fog : tensor([[3.0391]], device='cuda:0'), diff: 0.7226
image name [41673], angle_normal : tensor([[-0.6806]], device='cuda:0'), angle_fog : tensor([[-0.0801]], device='cuda:0'), diff: 0.6005
image name [33779], angle_normal : tensor([[0.8764]], device='cuda:0'), angle_fog : tensor([[2.8215]], device='cuda:0'), diff: 1.9450
image name [39870], angle_normal : tensor([[0.6396]], device='cuda:0'), angle_fog : tensor([[-0.0430]], device='cuda:0'), diff: 0.6827
image name [35700], angle_normal : tensor([[2.9127]], device='cuda:0'), angle_fog : tensor([[1.2206]], device='cuda:0'), diff: 1.6921
image name [37720], angle_normal : tensor([[0.0317]], device='cuda:0'), angle_fog : tensor([[2.9746]], device='cuda:0'), diff: 2.9429
image name [32806], angle_normal : tensor([[-0.8114]], device='cuda:0'), angle_fog : tensor([[3.0101]], device='cuda:0'), diff: 3.8215
image name [14802], angle_normal : tensor([[1.1544]], device='cuda:0'), angle_fog : tensor([[2.7281]], device='cuda:0'), diff: 1.5737
image name [4864], angle_normal : tensor([[0.5522]], device='cuda:0'), angle_fog : tensor([[1.4319]], device='cuda:0'), diff: 0.8796
image name [40560], angle_normal : tensor([[-0.5845]], device='cuda:0'), angle_fog : tensor([[2.7228]], device='cuda:0'), diff: 3.3073
image name [25613], angle_normal : tensor([[1.7928]], device='cuda:0'), angle_fog : tensor([[3.0055]], device='cuda:0'), diff: 1.2127
image name [14705], angle_normal : tensor([[1.1075]], device='cuda:0'), angle_fog : tensor([[3.0080]], device='cuda:0'), diff: 1.9005
image name [29134], angle_normal : tensor([[0.3560]], device='cuda:0'), angle_fog : tensor([[-0.2114]], device='cuda:0'), diff: 0.5673
image name [24890], angle_normal : tensor([[0.5116]], device='cuda:0'), angle_fog : tensor([[1.0824]], device='cuda:0'), diff: 0.5708
image name [40106], angle_normal : tensor([[0.0285]], device='cuda:0'), angle_fog : tensor([[-0.5037]], device='cuda:0'), diff: 0.5322
image name [18378], angle_normal : tensor([[0.2912]], device='cuda:0'), angle_fog : tensor([[-0.6546]], device='cuda:0'), diff: 0.9457
image name [29404], angle_normal : tensor([[0.7505]], device='cuda:0'), angle_fog : tensor([[0.0888]], device='cuda:0'), diff: 0.6617
image name [34772], angle_normal : tensor([[-1.0303]], device='cuda:0'), angle_fog : tensor([[2.8129]], device='cuda:0'), diff: 3.8433
image name [3245], angle_normal : tensor([[1.1660]], device='cuda:0'), angle_fog : tensor([[2.8022]], device='cuda:0'), diff: 1.6362
image name [38422], angle_normal : tensor([[0.8627]], device='cuda:0'), angle_fog : tensor([[2.5837]], device='cuda:0'), diff: 1.7210
image name [30992], angle_normal : tensor([[0.1125]], device='cuda:0'), angle_fog : tensor([[2.9644]], device='cuda:0'), diff: 2.8520
image name [22838], angle_normal : tensor([[2.0631]], device='cuda:0'), angle_fog : tensor([[0.3694]], device='cuda:0'), diff: 1.6937
image name [40928], angle_normal : tensor([[-0.7313]], device='cuda:0'), angle_fog : tensor([[2.7297]], device='cuda:0'), diff: 3.4611
image name [15861], angle_normal : tensor([[0.9891]], device='cuda:0'), angle_fog : tensor([[0.1249]], device='cuda:0'), diff: 0.8642
image name [7607], angle_normal : tensor([[0.5276]], device='cuda:0'), angle_fog : tensor([[-0.1789]], device='cuda:0'), diff: 0.7065
image name [15375], angle_normal : tensor([[2.0995]], device='cuda:0'), angle_fog : tensor([[2.9636]], device='cuda:0'), diff: 0.8641
image name [24933], angle_normal : tensor([[0.1328]], device='cuda:0'), angle_fog : tensor([[0.7674]], device='cuda:0'), diff: 0.6346
image name [3582], angle_normal : tensor([[0.9817]], device='cuda:0'), angle_fog : tensor([[2.9841]], device='cuda:0'), diff: 2.0024
image name [43888], angle_normal : tensor([[0.7974]], device='cuda:0'), angle_fog : tensor([[0.0480]], device='cuda:0'), diff: 0.7495
image name [32796], angle_normal : tensor([[-0.8449]], device='cuda:0'), angle_fog : tensor([[3.0013]], device='cuda:0'), diff: 3.8461
image name [15126], angle_normal : tensor([[2.3072]], device='cuda:0'), angle_fog : tensor([[2.9528]], device='cuda:0'), diff: 0.6457
image name [21411], angle_normal : tensor([[0.2322]], device='cuda:0'), angle_fog : tensor([[2.0179]], device='cuda:0'), diff: 1.7857
image name [30635], angle_normal : tensor([[-0.2047]], device='cuda:0'), angle_fog : tensor([[2.8042]], device='cuda:0'), diff: 3.0089
image name [5717], angle_normal : tensor([[-0.7412]], device='cuda:0'), angle_fog : tensor([[2.7853]], device='cuda:0'), diff: 3.5264
image name [4406], angle_normal : tensor([[0.2570]], device='cuda:0'), angle_fog : tensor([[2.5979]], device='cuda:0'), diff: 2.3408
image name [39881], angle_normal : tensor([[0.4944]], device='cuda:0'), angle_fog : tensor([[-0.2233]], device='cuda:0'), diff: 0.7177
image name [17632], angle_normal : tensor([[1.9464]], device='cuda:0'), angle_fog : tensor([[0.4994]], device='cuda:0'), diff: 1.4470
image name [36284], angle_normal : tensor([[2.0760]], device='cuda:0'), angle_fog : tensor([[2.8046]], device='cuda:0'), diff: 0.7286
image name [1018], angle_normal : tensor([[0.8312]], device='cuda:0'), angle_fog : tensor([[0.0985]], device='cuda:0'), diff: 0.7327
image name [28173], angle_normal : tensor([[0.0548]], device='cuda:0'), angle_fog : tensor([[2.7244]], device='cuda:0'), diff: 2.6695
image name [29837], angle_normal : tensor([[0.0529]], device='cuda:0'), angle_fog : tensor([[2.4296]], device='cuda:0'), diff: 2.3766
image name [23853], angle_normal : tensor([[2.1197]], device='cuda:0'), angle_fog : tensor([[2.8391]], device='cuda:0'), diff: 0.7195
image name [4756], angle_normal : tensor([[1.4107]], device='cuda:0'), angle_fog : tensor([[0.0282]], device='cuda:0'), diff: 1.3825
image name [22416], angle_normal : tensor([[0.7131]], device='cuda:0'), angle_fog : tensor([[-0.2328]], device='cuda:0'), diff: 0.9460
image name [4820], angle_normal : tensor([[0.6696]], device='cuda:0'), angle_fog : tensor([[-0.3896]], device='cuda:0'), diff: 1.0592
image name [43800], angle_normal : tensor([[0.2858]], device='cuda:0'), angle_fog : tensor([[-0.4416]], device='cuda:0'), diff: 0.7274
image name [3380], angle_normal : tensor([[1.0343]], device='cuda:0'), angle_fog : tensor([[2.9725]], device='cuda:0'), diff: 1.9381
image name [43790], angle_normal : tensor([[0.2921]], device='cuda:0'), angle_fog : tensor([[-0.4634]], device='cuda:0'), diff: 0.7555
image name [12697], angle_normal : tensor([[0.5990]], device='cuda:0'), angle_fog : tensor([[-0.2386]], device='cuda:0'), diff: 0.8376
image name [5306], angle_normal : tensor([[2.1573]], device='cuda:0'), angle_fog : tensor([[0.2072]], device='cuda:0'), diff: 1.9501
image name [45561], angle_normal : tensor([[1.5441]], device='cuda:0'), angle_fog : tensor([[0.6798]], device='cuda:0'), diff: 0.8644
image name [37320], angle_normal : tensor([[-0.0381]], device='cuda:0'), angle_fog : tensor([[1.0440]], device='cuda:0'), diff: 1.0821
image name [30084], angle_normal : tensor([[0.4611]], device='cuda:0'), angle_fog : tensor([[-0.8522]], device='cuda:0'), diff: 1.3134
image name [13809], angle_normal : tensor([[0.0834]], device='cuda:0'), angle_fog : tensor([[-0.4810]], device='cuda:0'), diff: 0.5643
image name [20018], angle_normal : tensor([[0.7149]], device='cuda:0'), angle_fog : tensor([[2.8981]], device='cuda:0'), diff: 2.1833
image name [41554], angle_normal : tensor([[-0.1223]], device='cuda:0'), angle_fog : tensor([[2.3095]], device='cuda:0'), diff: 2.4318
image name [32547], angle_normal : tensor([[-0.0568]], device='cuda:0'), angle_fog : tensor([[-0.5766]], device='cuda:0'), diff: 0.5198
image name [12729], angle_normal : tensor([[0.6559]], device='cuda:0'), angle_fog : tensor([[0.1496]], device='cuda:0'), diff: 0.5062
image name [26001], angle_normal : tensor([[0.5933]], device='cuda:0'), angle_fog : tensor([[2.5191]], device='cuda:0'), diff: 1.9258
image name [20753], angle_normal : tensor([[1.2786]], device='cuda:0'), angle_fog : tensor([[-0.0986]], device='cuda:0'), diff: 1.3772
image name [40788], angle_normal : tensor([[-1.6902]], device='cuda:0'), angle_fog : tensor([[3.0218]], device='cuda:0'), diff: 4.7120
image name [15797], angle_normal : tensor([[0.1837]], device='cuda:0'), angle_fog : tensor([[1.4476]], device='cuda:0'), diff: 1.2639
image name [41479], angle_normal : tensor([[-1.3582]], device='cuda:0'), angle_fog : tensor([[3.0298]], device='cuda:0'), diff: 4.3880
image name [36046], angle_normal : tensor([[1.9423]], device='cuda:0'), angle_fog : tensor([[0.5475]], device='cuda:0'), diff: 1.3948
image name [33681], angle_normal : tensor([[0.9040]], device='cuda:0'), angle_fog : tensor([[2.7813]], device='cuda:0'), diff: 1.8773
image name [21271], angle_normal : tensor([[1.0851]], device='cuda:0'), angle_fog : tensor([[1.9829]], device='cuda:0'), diff: 0.8978
image name [21055], angle_normal : tensor([[1.7767]], device='cuda:0'), angle_fog : tensor([[3.0063]], device='cuda:0'), diff: 1.2296
image name [32093], angle_normal : tensor([[-0.1638]], device='cuda:0'), angle_fog : tensor([[2.8958]], device='cuda:0'), diff: 3.0596
image name [20461], angle_normal : tensor([[0.3624]], device='cuda:0'), angle_fog : tensor([[2.8904]], device='cuda:0'), diff: 2.5279
image name [24014], angle_normal : tensor([[0.9958]], device='cuda:0'), angle_fog : tensor([[2.6909]], device='cuda:0'), diff: 1.6952
image name [38228], angle_normal : tensor([[2.0135]], device='cuda:0'), angle_fog : tensor([[2.8287]], device='cuda:0'), diff: 0.8152
image name [5858], angle_normal : tensor([[-1.0123]], device='cuda:0'), angle_fog : tensor([[-0.2225]], device='cuda:0'), diff: 0.7898
image name [21800], angle_normal : tensor([[2.3742]], device='cuda:0'), angle_fog : tensor([[2.9455]], device='cuda:0'), diff: 0.5713
image name [43952], angle_normal : tensor([[2.7571]], device='cuda:0'), angle_fog : tensor([[0.2788]], device='cuda:0'), diff: 2.4782
image name [40485], angle_normal : tensor([[0.4079]], device='cuda:0'), angle_fog : tensor([[2.8281]], device='cuda:0'), diff: 2.4202
image name [4420], angle_normal : tensor([[0.2678]], device='cuda:0'), angle_fog : tensor([[2.9397]], device='cuda:0'), diff: 2.6719
image name [454], angle_normal : tensor([[-0.7058]], device='cuda:0'), angle_fog : tensor([[-0.1654]], device='cuda:0'), diff: 0.5405
image name [26726], angle_normal : tensor([[2.3743]], device='cuda:0'), angle_fog : tensor([[0.0312]], device='cuda:0'), diff: 2.3432
image name [1638], angle_normal : tensor([[0.5655]], device='cuda:0'), angle_fog : tensor([[1.5575]], device='cuda:0'), diff: 0.9919
image name [26153], angle_normal : tensor([[1.0279]], device='cuda:0'), angle_fog : tensor([[-0.0955]], device='cuda:0'), diff: 1.1233
image name [20807], angle_normal : tensor([[2.3694]], device='cuda:0'), angle_fog : tensor([[0.0973]], device='cuda:0'), diff: 2.2721
image name [37450], angle_normal : tensor([[1.9412]], device='cuda:0'), angle_fog : tensor([[2.8604]], device='cuda:0'), diff: 0.9192
image name [27222], angle_normal : tensor([[-0.8193]], device='cuda:0'), angle_fog : tensor([[0.1952]], device='cuda:0'), diff: 1.0145
image name [42883], angle_normal : tensor([[-0.7481]], device='cuda:0'), angle_fog : tensor([[-0.0767]], device='cuda:0'), diff: 0.6714
image name [15353], angle_normal : tensor([[0.0203]], device='cuda:0'), angle_fog : tensor([[2.7785]], device='cuda:0'), diff: 2.7582
image name [21596], angle_normal : tensor([[0.3342]], device='cuda:0'), angle_fog : tensor([[2.7202]], device='cuda:0'), diff: 2.3860
image name [45550], angle_normal : tensor([[2.1679]], device='cuda:0'), angle_fog : tensor([[0.0814]], device='cuda:0'), diff: 2.0865
image name [31867], angle_normal : tensor([[1.0783]], device='cuda:0'), angle_fog : tensor([[2.9298]], device='cuda:0'), diff: 1.8515
image name [3111], angle_normal : tensor([[1.3565]], device='cuda:0'), angle_fog : tensor([[2.9877]], device='cuda:0'), diff: 1.6312
image name [17579], angle_normal : tensor([[2.6481]], device='cuda:0'), angle_fog : tensor([[0.3065]], device='cuda:0'), diff: 2.3416
image name [34297], angle_normal : tensor([[-0.1496]], device='cuda:0'), angle_fog : tensor([[2.9708]], device='cuda:0'), diff: 3.1204
image name [23864], angle_normal : tensor([[1.0530]], device='cuda:0'), angle_fog : tensor([[2.8576]], device='cuda:0'), diff: 1.8046
image name [36770], angle_normal : tensor([[1.2323]], device='cuda:0'), angle_fog : tensor([[2.9556]], device='cuda:0'), diff: 1.7233
image name [25743], angle_normal : tensor([[-0.0489]], device='cuda:0'), angle_fog : tensor([[-0.6241]], device='cuda:0'), diff: 0.5753
image name [3043], angle_normal : tensor([[2.4457]], device='cuda:0'), angle_fog : tensor([[2.9628]], device='cuda:0'), diff: 0.5171
image name [35485], angle_normal : tensor([[1.4578]], device='cuda:0'), angle_fog : tensor([[0.0844]], device='cuda:0'), diff: 1.3734
