image name [10006_resized], angle_normal : tensor([[-0.1428]], device='cuda:0'), angle_fog : tensor([[-0.7737]], device='cuda:0'), diff: 0.6309
image name [5296_resized], angle_normal : tensor([[-0.3682]], device='cuda:0'), angle_fog : tensor([[-0.2086]], device='cuda:0'), diff: 0.1596
image name [5306_resized], angle_normal : tensor([[-0.3722]], device='cuda:0'), angle_fog : tensor([[-0.1829]], device='cuda:0'), diff: 0.1892
image name [5317_resized], angle_normal : tensor([[-0.3056]], device='cuda:0'), angle_fog : tensor([[-0.1279]], device='cuda:0'), diff: 0.1777
image name [5328_resized], angle_normal : tensor([[-0.2478]], device='cuda:0'), angle_fog : tensor([[-0.0784]], device='cuda:0'), diff: 0.1694
image name [5339_resized], angle_normal : tensor([[-0.2726]], device='cuda:0'), angle_fog : tensor([[-0.0886]], device='cuda:0'), diff: 0.1840
image name [535_resized], angle_normal : tensor([[-1.8341]], device='cuda:0'), angle_fog : tensor([[-0.1231]], device='cuda:0'), diff: 1.7110
image name [5360_resized], angle_normal : tensor([[-0.2574]], device='cuda:0'), angle_fog : tensor([[-0.2311]], device='cuda:0'), diff: 0.0263
image name [5371_resized], angle_normal : tensor([[-0.3007]], device='cuda:0'), angle_fog : tensor([[-0.2561]], device='cuda:0'), diff: 0.0446
image name [5382_resized], angle_normal : tensor([[-0.2677]], device='cuda:0'), angle_fog : tensor([[-0.2046]], device='cuda:0'), diff: 0.0631
image name [5393_resized], angle_normal : tensor([[-0.2806]], device='cuda:0'), angle_fog : tensor([[-0.3196]], device='cuda:0'), diff: 0.0390
image name [5403_resized], angle_normal : tensor([[-0.3273]], device='cuda:0'), angle_fog : tensor([[-0.3586]], device='cuda:0'), diff: 0.0314
image name [5414_resized], angle_normal : tensor([[-0.3447]], device='cuda:0'), angle_fog : tensor([[-0.2712]], device='cuda:0'), diff: 0.0735
image name [5425_resized], angle_normal : tensor([[-0.3587]], device='cuda:0'), angle_fog : tensor([[-0.2682]], device='cuda:0'), diff: 0.0904
image name [5436_resized], angle_normal : tensor([[-0.3135]], device='cuda:0'), angle_fog : tensor([[-0.2035]], device='cuda:0'), diff: 0.1100
image name [5447_resized], angle_normal : tensor([[-0.2807]], device='cuda:0'), angle_fog : tensor([[-0.1103]], device='cuda:0'), diff: 0.1704
image name [5458_resized], angle_normal : tensor([[-0.3014]], device='cuda:0'), angle_fog : tensor([[-0.2115]], device='cuda:0'), diff: 0.0899
image name [5469_resized], angle_normal : tensor([[-0.2329]], device='cuda:0'), angle_fog : tensor([[-0.2938]], device='cuda:0'), diff: 0.0610
image name [5490_resized], angle_normal : tensor([[-0.1771]], device='cuda:0'), angle_fog : tensor([[-0.2804]], device='cuda:0'), diff: 0.1033
image name [5511_resized], angle_normal : tensor([[-0.0774]], device='cuda:0'), angle_fog : tensor([[-0.2563]], device='cuda:0'), diff: 0.1790
image name [5522_resized], angle_normal : tensor([[-0.0407]], device='cuda:0'), angle_fog : tensor([[-0.2463]], device='cuda:0'), diff: 0.2055
image name [5533_resized], angle_normal : tensor([[-0.0269]], device='cuda:0'), angle_fog : tensor([[-0.2412]], device='cuda:0'), diff: 0.2142
image name [5544_resized], angle_normal : tensor([[-0.0169]], device='cuda:0'), angle_fog : tensor([[-0.2563]], device='cuda:0'), diff: 0.2395
image name [5555_resized], angle_normal : tensor([[-0.0017]], device='cuda:0'), angle_fog : tensor([[-0.2408]], device='cuda:0'), diff: 0.2391
image name [5566_resized], angle_normal : tensor([[0.0107]], device='cuda:0'), angle_fog : tensor([[-0.2299]], device='cuda:0'), diff: 0.2406
image name [5577_resized], angle_normal : tensor([[0.0207]], device='cuda:0'), angle_fog : tensor([[-0.2335]], device='cuda:0'), diff: 0.2542
image name [5588_resized], angle_normal : tensor([[0.0279]], device='cuda:0'), angle_fog : tensor([[-0.2012]], device='cuda:0'), diff: 0.2291
image name [5599_resized], angle_normal : tensor([[0.0232]], device='cuda:0'), angle_fog : tensor([[-0.2130]], device='cuda:0'), diff: 0.2361
image name [5609_resized], angle_normal : tensor([[-0.0925]], device='cuda:0'), angle_fog : tensor([[-0.2250]], device='cuda:0'), diff: 0.1325
image name [562_resized], angle_normal : tensor([[-1.4448]], device='cuda:0'), angle_fog : tensor([[-0.4499]], device='cuda:0'), diff: 0.9949
image name [5630_resized], angle_normal : tensor([[-0.1857]], device='cuda:0'), angle_fog : tensor([[-0.3151]], device='cuda:0'), diff: 0.1295
image name [5641_resized], angle_normal : tensor([[-0.1601]], device='cuda:0'), angle_fog : tensor([[-0.3338]], device='cuda:0'), diff: 0.1737
image name [5652_resized], angle_normal : tensor([[-0.1000]], device='cuda:0'), angle_fog : tensor([[-0.3056]], device='cuda:0'), diff: 0.2056
image name [5663_resized], angle_normal : tensor([[-0.0684]], device='cuda:0'), angle_fog : tensor([[-0.3460]], device='cuda:0'), diff: 0.2776
image name [5685_resized], angle_normal : tensor([[-0.1958]], device='cuda:0'), angle_fog : tensor([[-0.1852]], device='cuda:0'), diff: 0.0107
image name [5696_resized], angle_normal : tensor([[-0.2313]], device='cuda:0'), angle_fog : tensor([[-0.1520]], device='cuda:0'), diff: 0.0793
image name [5706_resized], angle_normal : tensor([[-0.1817]], device='cuda:0'), angle_fog : tensor([[-0.1723]], device='cuda:0'), diff: 0.0094
image name [5717_resized], angle_normal : tensor([[-0.2079]], device='cuda:0'), angle_fog : tensor([[-0.1292]], device='cuda:0'), diff: 0.0788
image name [5728_resized], angle_normal : tensor([[-0.2194]], device='cuda:0'), angle_fog : tensor([[-0.1669]], device='cuda:0'), diff: 0.0525
image name [5739_resized], angle_normal : tensor([[-0.2446]], device='cuda:0'), angle_fog : tensor([[-0.1649]], device='cuda:0'), diff: 0.0797
image name [575_resized], angle_normal : tensor([[-1.5635]], device='cuda:0'), angle_fog : tensor([[-0.0514]], device='cuda:0'), diff: 1.5121
image name [5760_resized], angle_normal : tensor([[-0.2376]], device='cuda:0'), angle_fog : tensor([[-0.0851]], device='cuda:0'), diff: 0.1525
image name [5771_resized], angle_normal : tensor([[-0.1145]], device='cuda:0'), angle_fog : tensor([[-0.0996]], device='cuda:0'), diff: 0.0149
image name [5782_resized], angle_normal : tensor([[-0.1496]], device='cuda:0'), angle_fog : tensor([[-0.1114]], device='cuda:0'), diff: 0.0382
image name [5793_resized], angle_normal : tensor([[-0.1479]], device='cuda:0'), angle_fog : tensor([[-0.1143]], device='cuda:0'), diff: 0.0337
image name [5803_resized], angle_normal : tensor([[-0.2588]], device='cuda:0'), angle_fog : tensor([[-0.1258]], device='cuda:0'), diff: 0.1330
image name [5814_resized], angle_normal : tensor([[-0.2444]], device='cuda:0'), angle_fog : tensor([[-0.1238]], device='cuda:0'), diff: 0.1205
image name [5825_resized], angle_normal : tensor([[-0.3082]], device='cuda:0'), angle_fog : tensor([[-0.1619]], device='cuda:0'), diff: 0.1463
image name [5836_resized], angle_normal : tensor([[-0.3144]], device='cuda:0'), angle_fog : tensor([[-0.1689]], device='cuda:0'), diff: 0.1454
image name [5847_resized], angle_normal : tensor([[-0.2978]], device='cuda:0'), angle_fog : tensor([[-0.1617]], device='cuda:0'), diff: 0.1361
image name [5858_resized], angle_normal : tensor([[-0.3928]], device='cuda:0'), angle_fog : tensor([[-0.1815]], device='cuda:0'), diff: 0.2113
image name [5869_resized], angle_normal : tensor([[-0.3089]], device='cuda:0'), angle_fog : tensor([[-0.1927]], device='cuda:0'), diff: 0.1162
image name [588_resized], angle_normal : tensor([[-0.1001]], device='cuda:0'), angle_fog : tensor([[-0.1763]], device='cuda:0'), diff: 0.0762
image name [5890_resized], angle_normal : tensor([[-0.3287]], device='cuda:0'), angle_fog : tensor([[-0.1931]], device='cuda:0'), diff: 0.1356
image name [5900_resized], angle_normal : tensor([[-0.3679]], device='cuda:0'), angle_fog : tensor([[-0.1811]], device='cuda:0'), diff: 0.1867
image name [5911_resized], angle_normal : tensor([[-0.2840]], device='cuda:0'), angle_fog : tensor([[-0.2336]], device='cuda:0'), diff: 0.0504
image name [5922_resized], angle_normal : tensor([[-0.2667]], device='cuda:0'), angle_fog : tensor([[-0.2518]], device='cuda:0'), diff: 0.0150
image name [5933_resized], angle_normal : tensor([[-0.2937]], device='cuda:0'), angle_fog : tensor([[-0.2274]], device='cuda:0'), diff: 0.0663
image name [5944_resized], angle_normal : tensor([[-0.3163]], device='cuda:0'), angle_fog : tensor([[-0.2170]], device='cuda:0'), diff: 0.0993
image name [5955_resized], angle_normal : tensor([[-0.3230]], device='cuda:0'), angle_fog : tensor([[-0.1333]], device='cuda:0'), diff: 0.1897
image name [5966_resized], angle_normal : tensor([[-0.3117]], device='cuda:0'), angle_fog : tensor([[-0.1350]], device='cuda:0'), diff: 0.1767
image name [5977_resized], angle_normal : tensor([[-0.2528]], device='cuda:0'), angle_fog : tensor([[-0.1571]], device='cuda:0'), diff: 0.0957
image name [5988_resized], angle_normal : tensor([[-0.2575]], device='cuda:0'), angle_fog : tensor([[-0.1504]], device='cuda:0'), diff: 0.1071
image name [5999_resized], angle_normal : tensor([[-0.2442]], device='cuda:0'), angle_fog : tensor([[-0.1747]], device='cuda:0'), diff: 0.0696
image name [6008_resized], angle_normal : tensor([[-0.2371]], device='cuda:0'), angle_fog : tensor([[-0.1790]], device='cuda:0'), diff: 0.0581
image name [6019_resized], angle_normal : tensor([[-0.2577]], device='cuda:0'), angle_fog : tensor([[-0.1889]], device='cuda:0'), diff: 0.0688
image name [6040_resized], angle_normal : tensor([[-0.2848]], device='cuda:0'), angle_fog : tensor([[-0.2704]], device='cuda:0'), diff: 0.0145
image name [6051_resized], angle_normal : tensor([[-0.2727]], device='cuda:0'), angle_fog : tensor([[-0.2257]], device='cuda:0'), diff: 0.0470
image name [6062_resized], angle_normal : tensor([[-0.2785]], device='cuda:0'), angle_fog : tensor([[-0.2663]], device='cuda:0'), diff: 0.0122
image name [6073_resized], angle_normal : tensor([[-0.2735]], device='cuda:0'), angle_fog : tensor([[-0.2238]], device='cuda:0'), diff: 0.0498
image name [6095_resized], angle_normal : tensor([[-0.2630]], device='cuda:0'), angle_fog : tensor([[-0.1516]], device='cuda:0'), diff: 0.1114
image name [6105_resized], angle_normal : tensor([[-0.2971]], device='cuda:0'), angle_fog : tensor([[-0.1262]], device='cuda:0'), diff: 0.1710
image name [6116_resized], angle_normal : tensor([[-0.2511]], device='cuda:0'), angle_fog : tensor([[-0.0938]], device='cuda:0'), diff: 0.1573
image name [6127_resized], angle_normal : tensor([[-0.1703]], device='cuda:0'), angle_fog : tensor([[-0.0651]], device='cuda:0'), diff: 0.1052
image name [6138_resized], angle_normal : tensor([[-0.0369]], device='cuda:0'), angle_fog : tensor([[-0.0586]], device='cuda:0'), diff: 0.0217
image name [6149_resized], angle_normal : tensor([[0.0166]], device='cuda:0'), angle_fog : tensor([[-0.1081]], device='cuda:0'), diff: 0.1246
image name [616_resized], angle_normal : tensor([[-0.2810]], device='cuda:0'), angle_fog : tensor([[-0.1229]], device='cuda:0'), diff: 0.1581
image name [6170_resized], angle_normal : tensor([[0.0361]], device='cuda:0'), angle_fog : tensor([[-0.0640]], device='cuda:0'), diff: 0.1001
image name [6181_resized], angle_normal : tensor([[0.0449]], device='cuda:0'), angle_fog : tensor([[-0.0808]], device='cuda:0'), diff: 0.1256
image name [6192_resized], angle_normal : tensor([[0.0854]], device='cuda:0'), angle_fog : tensor([[-0.1151]], device='cuda:0'), diff: 0.2005
image name [6202_resized], angle_normal : tensor([[0.0876]], device='cuda:0'), angle_fog : tensor([[-0.2098]], device='cuda:0'), diff: 0.2974
image name [6213_resized], angle_normal : tensor([[0.0617]], device='cuda:0'), angle_fog : tensor([[-0.3089]], device='cuda:0'), diff: 0.3706
image name [6224_resized], angle_normal : tensor([[0.0652]], device='cuda:0'), angle_fog : tensor([[-0.3586]], device='cuda:0'), diff: 0.4238
image name [6235_resized], angle_normal : tensor([[0.0906]], device='cuda:0'), angle_fog : tensor([[-0.2569]], device='cuda:0'), diff: 0.3475
image name [6246_resized], angle_normal : tensor([[0.1222]], device='cuda:0'), angle_fog : tensor([[-0.3267]], device='cuda:0'), diff: 0.4490
image name [6257_resized], angle_normal : tensor([[0.1446]], device='cuda:0'), angle_fog : tensor([[-0.3233]], device='cuda:0'), diff: 0.4679
image name [6268_resized], angle_normal : tensor([[0.2399]], device='cuda:0'), angle_fog : tensor([[-0.3064]], device='cuda:0'), diff: 0.5463
image name [6279_resized], angle_normal : tensor([[0.1750]], device='cuda:0'), angle_fog : tensor([[-0.2848]], device='cuda:0'), diff: 0.4598
image name [629_resized], angle_normal : tensor([[-0.0829]], device='cuda:0'), angle_fog : tensor([[-0.2698]], device='cuda:0'), diff: 0.1869
image name [630_resized], angle_normal : tensor([[-0.1277]], device='cuda:0'), angle_fog : tensor([[-0.3051]], device='cuda:0'), diff: 0.1774
image name [6310_resized], angle_normal : tensor([[0.3475]], device='cuda:0'), angle_fog : tensor([[-0.3610]], device='cuda:0'), diff: 0.7085
image name [6321_resized], angle_normal : tensor([[0.3732]], device='cuda:0'), angle_fog : tensor([[-0.3772]], device='cuda:0'), diff: 0.7504
image name [6332_resized], angle_normal : tensor([[0.4970]], device='cuda:0'), angle_fog : tensor([[-0.3803]], device='cuda:0'), diff: 0.8773
image name [6343_resized], angle_normal : tensor([[0.4385]], device='cuda:0'), angle_fog : tensor([[-0.3064]], device='cuda:0'), diff: 0.7449
image name [6354_resized], angle_normal : tensor([[0.3450]], device='cuda:0'), angle_fog : tensor([[-0.3571]], device='cuda:0'), diff: 0.7021
image name [6365_resized], angle_normal : tensor([[0.3042]], device='cuda:0'), angle_fog : tensor([[-0.5019]], device='cuda:0'), diff: 0.8061
image name [6376_resized], angle_normal : tensor([[0.2512]], device='cuda:0'), angle_fog : tensor([[-0.3835]], device='cuda:0'), diff: 0.6347
image name [6387_resized], angle_normal : tensor([[0.1993]], device='cuda:0'), angle_fog : tensor([[-0.3850]], device='cuda:0'), diff: 0.5843
image name [6398_resized], angle_normal : tensor([[0.1959]], device='cuda:0'), angle_fog : tensor([[-0.3862]], device='cuda:0'), diff: 0.5820
image name [6408_resized], angle_normal : tensor([[0.1942]], device='cuda:0'), angle_fog : tensor([[-0.1586]], device='cuda:0'), diff: 0.3528
image name [6419_resized], angle_normal : tensor([[0.2663]], device='cuda:0'), angle_fog : tensor([[-0.0551]], device='cuda:0'), diff: 0.3214
image name [643_resized], angle_normal : tensor([[-0.0758]], device='cuda:0'), angle_fog : tensor([[-0.1193]], device='cuda:0'), diff: 0.0435
image name [6440_resized], angle_normal : tensor([[0.3055]], device='cuda:0'), angle_fog : tensor([[-0.1317]], device='cuda:0'), diff: 0.4372
image name [6451_resized], angle_normal : tensor([[0.2473]], device='cuda:0'), angle_fog : tensor([[-0.1761]], device='cuda:0'), diff: 0.4234
image name [6462_resized], angle_normal : tensor([[0.2808]], device='cuda:0'), angle_fog : tensor([[-0.2297]], device='cuda:0'), diff: 0.5104
image name [6473_resized], angle_normal : tensor([[0.0589]], device='cuda:0'), angle_fog : tensor([[-0.2295]], device='cuda:0'), diff: 0.2883
image name [6484_resized], angle_normal : tensor([[0.0938]], device='cuda:0'), angle_fog : tensor([[-0.2460]], device='cuda:0'), diff: 0.3398
image name [6495_resized], angle_normal : tensor([[0.0052]], device='cuda:0'), angle_fog : tensor([[-0.2287]], device='cuda:0'), diff: 0.2339
image name [6505_resized], angle_normal : tensor([[0.0041]], device='cuda:0'), angle_fog : tensor([[-0.2574]], device='cuda:0'), diff: 0.2615
image name [6516_resized], angle_normal : tensor([[0.0164]], device='cuda:0'), angle_fog : tensor([[-0.2196]], device='cuda:0'), diff: 0.2360
image name [6527_resized], angle_normal : tensor([[0.0196]], device='cuda:0'), angle_fog : tensor([[-0.3074]], device='cuda:0'), diff: 0.3271
image name [6538_resized], angle_normal : tensor([[0.0058]], device='cuda:0'), angle_fog : tensor([[-0.3577]], device='cuda:0'), diff: 0.3634
image name [6549_resized], angle_normal : tensor([[-0.0015]], device='cuda:0'), angle_fog : tensor([[-0.2719]], device='cuda:0'), diff: 0.2704
image name [656_resized], angle_normal : tensor([[-0.0149]], device='cuda:0'), angle_fog : tensor([[-0.1664]], device='cuda:0'), diff: 0.1515
image name [6570_resized], angle_normal : tensor([[0.0096]], device='cuda:0'), angle_fog : tensor([[-0.1640]], device='cuda:0'), diff: 0.1736
image name [6581_resized], angle_normal : tensor([[0.0416]], device='cuda:0'), angle_fog : tensor([[-0.2440]], device='cuda:0'), diff: 0.2856
image name [6592_resized], angle_normal : tensor([[0.0504]], device='cuda:0'), angle_fog : tensor([[-0.4063]], device='cuda:0'), diff: 0.4567
image name [6602_resized], angle_normal : tensor([[0.0207]], device='cuda:0'), angle_fog : tensor([[-0.4090]], device='cuda:0'), diff: 0.4297
image name [6613_resized], angle_normal : tensor([[-0.0036]], device='cuda:0'), angle_fog : tensor([[-0.4649]], device='cuda:0'), diff: 0.4613
image name [6624_resized], angle_normal : tensor([[0.0199]], device='cuda:0'), angle_fog : tensor([[-0.5901]], device='cuda:0'), diff: 0.6099
image name [6635_resized], angle_normal : tensor([[0.0562]], device='cuda:0'), angle_fog : tensor([[-0.4011]], device='cuda:0'), diff: 0.4573
